latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE
-8.4532877,33.8882147,,Point,IRINGA,Mufindi,Maduma,WANGAMAGANGA,Government,EM.13959,-8.4532877,33.8882147
-2.6351766,31.3149749,,Point,KAGERA,Biharamulo,Biharamulo Mjini,BIHARAMULO - A,Government,EM.2358,-2.6351766,31.3149749
-2.6351766,31.3149749,,Point,KAGERA,Biharamulo,Biharamulo Mjini,BIHARAMULO - B,Government,EM.12486,-2.6351766,31.3149749
-2.659011,31.320716,,Point,KAGERA,Biharamulo,Bisibo,BISIBO,Government,EM.6020,-2.659011,31.320716
-2.6239083,31.3041966,,Point,KAGERA,Biharamulo,Ruziba,CHARUGAMBA,Non-Government,EM.17578,-2.6239083,31.3041966
-2.8773333,30.9806833,,Point,KAGERA,Biharamulo,Nyakahura,GWESERO,Government,EM.7057,-2.8773333,30.9806833
-2.8902417,31.5616524,,Point,KAGERA,Biharamulo,Nyabusozi,ISAMBARA,Government,EM.8836,-2.8902417,31.5616524
-3.211853,31.3760021,,Point,KAGERA,Biharamulo,Nyantakara,IYENGAMULILO - A,Government,EM.483,-3.211853,31.3760021
-3.211853,31.3760021,,Point,KAGERA,Biharamulo,Nyantakara,IYENGAMULILO - B,Government,EM.12487,-3.211853,31.3760021
-2.7908904,31.4665066,,Point,KAGERA,Biharamulo,Kabindi,KABINDI,Government,EM.297,-2.7908904,31.4665066
-2.5880667,31.4025449,,Point,KAGERA,Biharamulo,Nyarubungo,KABUKOME,Government,EM.9150,-2.5880667,31.4025449
-2.7946967,31.4674917,,Point,KAGERA,Biharamulo,Nyamigogo,KAGOMA,Government,EM.3790,-2.7946967,31.4674917
-2.7338616,31.4886299,,Point,KAGERA,Biharamulo,Kabindi,KAGONDO - A,Government,EM.6021,-2.7338616,31.4886299
-2.7338616,31.4886299,,Point,KAGERA,Biharamulo,Kabindi,KAGONDO - B,Government,EM.6022,-2.7338616,31.4886299
-3.1518619,31.0672272,,Point,KAGERA,Biharamulo,Kalenge,KALENGE,Government,EM.4739,-3.1518619,31.0672272
-2.9991033,31.4570033,,Point,KAGERA,Biharamulo,Nemba,KALUGUYU,Government,EM.10930,-2.9991033,31.4570033
-3.2922633,31.42066755,,Point,KAGERA,Biharamulo,Kaniha,KANIHA,Government,EM.338,-3.2922633,31.42066755
-3.1859483,31.0358517,,Point,KAGERA,Biharamulo,Kalenge,KANYONI,Government,EM.4740,-3.1859483,31.0358517
-2.93051,31.442503,,Point,KAGERA,Biharamulo,Nyabusozi,KAPERANONO,Government,EM.15037,-2.93051,31.442503
-3.087397,31.163042,,Point,KAGERA,Biharamulo,Nyanza,KASATO,Government,EM.2626,-3.087397,31.163042
-3.238047,31.401493,,Point,KAGERA,Biharamulo,Nyantakara,KASILO,Government,EM.11247,-3.238047,31.401493
-2.7816937,31.7634186,,Point,KAGERA,Biharamulo,Nyamigogo,KASOZIBAKAYA A,Government,EM.3791,-2.7816937,31.7634186
-2.7816937,31.7634186,,Point,KAGERA,Biharamulo,Nyamigogo,KASOZIBAKAYA-B,Government,EM.12488,-2.7816937,31.7634186
-2.7015466,31.3376008,,Point,KAGERA,Biharamulo,Nyamahanga,KASUNO,Government,EM.6023,-2.7015466,31.3376008
-2.73377066,31.3950866,,Point,KAGERA,Biharamulo,Katahoka,KATAHOKA,Government,EM.4741,-2.73377066,31.3950866
-2.5817491,31.3521974,,Point,KAGERA,Biharamulo,Ruziba,KATERELA,Government,EM.9246,-2.5817491,31.3521974
-2.6561966,31.3649733,,Point,KAGERA,Biharamulo,Nyarubungo,KATOKE,Government,EM.230,-2.6561966,31.3649733
-2.7275361,31.3290781,,Point,KAGERA,Biharamulo,Nyamahanga,KIBALE,Government,EM.15038,-2.7275361,31.3290781
-2.8046145,31.4871366,,Point,KAGERA,Biharamulo,Kabindi,KIKOMAKOMA,Government,EM.6024,-2.8046145,31.4871366
-2.6506051,31.2734188,,Point,KAGERA,Biharamulo,Bisibo,KIRURUMA - B,Government,EM.11703,-2.6506051,31.2734188
-2.6506051,31.2734188,,Point,KAGERA,Biharamulo,Bisibo,KIRURUMA -A,Government,EM.3474,-2.6506051,31.2734188
-2.9984699,31.3902907,,Point,KAGERA,Biharamulo,Nemba,KISENGA,Government,EM.15273,-2.9984699,31.3902907
-2.992895,31.58638,,Point,KAGERA,Biharamulo,Katahoka,KISUMA,Government,EM.11248,-2.992895,31.58638
-2.74437876,31.2471244,,Point,KAGERA,Biharamulo,Bisibo,KISUNO,Government,EM.15039,-2.74437876,31.2471244
-2.5897346,31.2962236,,Point,KAGERA,Biharamulo,Ruziba,KITWECHEMBOGO,Government,EM.10931,-2.5897346,31.2962236
-3.0292082,31.2219317,,Point,KAGERA,Biharamulo,Nyanza,LUKOKE,Government,EM.15040,-3.0292082,31.2219317
-2.906558,31.1968079,,Point,KAGERA,Biharamulo,Lusahunga,LUSAHUNGA,Government,EM.1875,-2.906558,31.1968079
-2.6354128,31.3153295,,Point,KAGERA,Biharamulo,Biharamulo Mjini,MAENDELEO,Government,EM.12489,-2.6354128,31.3153295
-2.7941324,31.4683772,,Point,KAGERA,Biharamulo,Nyabusozi,MAFUKWE,Government,EM.15041,-2.7941324,31.4683772
-3.2823876,31.4555664,,Point,KAGERA,Biharamulo,Kaniha,MAVOTA - A,Government,EM.8631,-3.2823876,31.4555664
-3.2823876,31.4555664,,Point,KAGERA,Biharamulo,Kaniha,MAVOTA - B,Government,EM.16000,-3.2823876,31.4555664
-2.8934238,31.4571871,,Point,KAGERA,Biharamulo,Nyabusozi,MBINDI,Government,EM.11249,-2.8934238,31.4571871
-2.845169,31.3777853,,Point,KAGERA,Biharamulo,Runazi,MIGANGO,Government,EM.11250,-2.845169,31.3777853
-2.7733389,31.0049989,,Point,KAGERA,Biharamulo,Nyakahura,MIHONGORA,Government,EM.668,-2.7733389,31.0049989
-3.26172,31.5150433,,Point,KAGERA,Biharamulo,Kaniha,MKUNKWA,Government,EM.15042,-3.26172,31.5150433
-2.6381483,31.3362849,,Point,KAGERA,Biharamulo,Biharamulo Mjini,MLIMANI,Government,EM.8901,-2.6381483,31.3362849
-3.2992388,31.3868901,,Point,KAGERA,Biharamulo,Kaniha,MPAGO,Government,EM.15043,-3.2992388,31.3868901
-3.2787068,31.4494847,,Point,KAGERA,Biharamulo,Kaniha,MSALABANI,Government,EM.10932,-3.2787068,31.4494847
-3.0995022,31.0466734,,Point,KAGERA,Biharamulo,Kalenge,MSEKWA,Government,EM.15044,-3.0995022,31.0466734
-3.1688473,31.3459558,,Point,KAGERA,Biharamulo,Nyantakara,MUGERA,Government,EM.11251,-3.1688473,31.3459558
-2.7747401,31.0035889,,Point,KAGERA,Biharamulo,Nyakahura,MUNZANI,Government,EM.11252,-2.7747401,31.0035889
-2.741445,31.3242297,,Point,KAGERA,Biharamulo,Bisibo,MUSENYI,Government,EM.11253,-2.741445,31.3242297
-2.87776,31.40532,,Point,KAGERA,Biharamulo,Nyabusozi,MWANGA,Government,EM.11254,-2.87776,31.40532
-2.9727483,31.3794967,,Point,KAGERA,Biharamulo,Nemba,NEMBA,Government,EM.10933,-2.9727483,31.3794967
-3.1120433,31.1245816,,Point,KAGERA,Biharamulo,Nyanza,NTUMAGU - A,Government,EM.7058,-3.1120433,31.1245816
-3.11204333,31.1245816,,Point,KAGERA,Biharamulo,Nyanza,NTUMAGU - B,Government,EM.7059,-3.11204333,31.1245816
-2.7275361,31.329078,,Point,KAGERA,Biharamulo,Nyamahanga,NTUNGAMO,Government,EM.8294,-2.7275361,31.329078
-2.637267,30.963331,,Point,KAGERA,Biharamulo,Nyakahura,NYABUGOMBE,Government,EM.11255,-2.637267,30.963331
-2.8390583,31.459905,,Point,KAGERA,Biharamulo,Nyabusozi,NYABUSOZI - B,Government,EM.12490,-2.8390583,31.459905
-2.8390583,31.459905,,Point,KAGERA,Biharamulo,Nyabusozi,NYABUSOZI -A,Government,EM.6025,-2.8390583,31.459905
-2.7716445,31.0024889,,Point,KAGERA,Biharamulo,Nyakahura,NYAKAHURA,Government,EM.194,-2.7716445,31.0024889
-3.0362937,31.2180989,,Point,KAGERA,Biharamulo,Lusahunga,NYAKANAZI,Government,EM.10934,-3.0362937,31.2180989
-2.9418787,31.1841965,,Point,KAGERA,Biharamulo,Lusahunga,NYAKASENGA,Government,EM.15045,-2.9418787,31.1841965
-2.6458017,31.300415,,Point,KAGERA,Biharamulo,Biharamulo Mjini,NYAKATUNTU,Government,EM.9151,-2.6458017,31.300415
-3.2474671,31.4125418,,Point,KAGERA,Biharamulo,Nyantakara,NYAKAYENZE,Government,EM.13122,-3.2474671,31.4125418
-2.6931407,31.3420794,,Point,KAGERA,Biharamulo,Nyamahanga,NYAMAHANGA,Government,EM.1210,-2.6931407,31.3420794
-2.6946966,31.3425131,,Point,KAGERA,Biharamulo,Katahoka,NYAMAHUNA,Government,EM.11256,-2.6946966,31.3425131
-2.9012903,31.1803112,,Point,KAGERA,Biharamulo,Lusahunga,NYAMALAGALA,Government,EM.15046,-2.9012903,31.1803112
-2.890857,31.216635,,Point,KAGERA,Biharamulo,Lusahunga,NYAMBALE,Government,EM.13586,-2.890857,31.216635
-3.1446817,31.0724633,,Point,KAGERA,Biharamulo,Kalenge,NYAMIGERE - A,Government,EM.435,-3.1446817,31.0724633
-3.1446817,31.0724633,,Point,KAGERA,Biharamulo,Kalenge,NYAMIGERE - B,Government,EM.12491,-3.1446817,31.0724633
-2.7910453,31.6537396,,Point,KAGERA,Biharamulo,Nyamigogo,NYAMIGOGO - A,Government,EM.3792,-2.7910453,31.6537396
-2.7910453,31.6537396,,Point,KAGERA,Biharamulo,Nyamigogo,NYAMIGOGO - B,Government,EM.11704,-2.7910453,31.6537396
-2.791045,31.6537392,,Point,KAGERA,Biharamulo,Nyamigogo,NYANSHIMBA,Government,EM.11257,-2.791045,31.6537392
-2.662743,31.350968,,Point,KAGERA,Biharamulo,Nyarubungo,NYARUBUNGO,Government,EM.9247,-2.662743,31.350968
-2.6421439,31.3203834,,Point,KAGERA,Biharamulo,Biharamulo Mjini,RUBONDO,Government,EM.149,-2.6421439,31.3203834
-3.1095199,31.1277014,,Point,KAGERA,Biharamulo,Nyanza,RUGANZU,Government,EM.7060,-3.1095199,31.1277014
-2.77092,31.451253,,Point,KAGERA,Biharamulo,Runazi,RUKORA,Government,EM.609,-2.77092,31.451253
-2.790343,31.466864,,Point,KAGERA,Biharamulo,Runazi,RUNAZI,Government,EM.8295,-2.790343,31.466864
-2.6358226,31.3243126,,Point,KAGERA,Biharamulo,Nyarubungo,RUSABYA,Government,EM.1591,-2.6358226,31.3243126
-3.1558823,31.1407053,,Point,KAGERA,Biharamulo,Kalenge,RUSENGA,Government,EM.1211,-3.1558823,31.1407053
-2.6353713,31.3268147,,Point,KAGERA,Biharamulo,Ruziba,RUZIBA,Government,EM.7061,-2.6353713,31.3268147
-2.8881737,31.5590314,,Point,KAGERA,Biharamulo,Kabindi,RWEKUBO - A,Government,EM.10765,-2.8881737,31.5590314
-2.8881737,31.5590314,,Point,KAGERA,Biharamulo,Kabindi,RWEKUBO - B,Government,EM.12492,-2.8881737,31.5590314
-2.380631,30.934519,,Point,KAGERA,Biharamulo,Nyamigogo,SONGAMBELE,Government,EM.8979,-2.380631,30.934519
-2.6467314,31.3150228,,Point,KAGERA,Biharamulo,Biharamulo Mjini,ST. SEVERINE E.M,Non-Government,EM.14614,-2.6467314,31.3150228
-2.6336106,31.3077831,,Point,KAGERA,Biharamulo,Biharamulo Mjini,UMOJA - A,Government,EM.7698,-2.6336106,31.3077831
-2.6336106,31.3077831,,Point,KAGERA,Biharamulo,Biharamulo Mjini,UMOJA - B,Government,EM.12493,-2.6336106,31.3077831
-2.6404541,31.3253813,,Point,KAGERA,Biharamulo,Biharamulo Mjini,UPENDO ENG.MED,Non-Government,EM.14615,-2.6404541,31.3253813
-2.3828856,31.18513087,,Point,KAGERA,Biharamulo,Biharamulo Mjini,VICTORY ENG. MED,Non-Government,EM.15556,-2.3828856,31.18513087
-1.4031683,31.48812,,Point,KAGERA,Bukoba,Katoro,ALHUDHAIFA,Non-Government,EM.13960,-1.4031683,31.48812
-1.6482283,31.366345,,Point,KAGERA,Bukoba,Kibirizi,AMANI,Government,EM.9471,-1.6482283,31.366345
-1.419675,31.503148,,Point,KAGERA,Bukoba,Katoro,BARAKA,Government,EM.12494,-1.419675,31.503148
-1.2931904,31.4530612,,Point,KAGERA,Bukoba,Kemondo,BETHANIA,Non-Government,EM.11705,-1.2931904,31.4530612
-1.4003143,31.4965473,,Point,KAGERA,Bukoba,Katoro,BISHOP NKALANGA,Non-Government,EM.17713,-1.4003143,31.4965473
-1.5962869,31.5221954,,Point,KAGERA,Bukoba,Rukoma,BITUNTU,Government,EM.6026,-1.5962869,31.5221954
-1.4888355,31.6587333,,Point,KAGERA,Bukoba,Ibwera,BUBUGA,Government,EM.9472,-1.4888355,31.6587333
-1.3987483,31.7134417,,Point,KAGERA,Bukoba,Bujugo,BUJUGO,Government,EM.2359,-1.3987483,31.7134417
-1.5456432,31.5069241,,Point,KAGERA,Bukoba,Kishanje,BUMAI,Government,EM.484,-1.5456432,31.5069241
-1.4567817,31.6311217,,Point,KAGERA,Bukoba,Nyakibimbili,BUNDAZA,Government,EM.7699,-1.4567817,31.6311217
-1.5925272,31.5130404,,Point,KAGERA,Bukoba,Rubale,BUNYAMBELE,Government,EM.3793,-1.5925272,31.5130404
-1.2460427,31.5931829,,Point,KAGERA,Bukoba,Kasharu,BUTAINAMWA,Government,EM.436,-1.2460427,31.5931829
-1.6621283,31.51470671,,Point,KAGERA,Bukoba,Kikomelo,BUTAKYA,Government,EM.4742,-1.6621283,31.51470671
-1.461399,31.488471,,Point,KAGERA,Bukoba,Izimbya,BUTULAGE,Government,EM.8902,-1.461399,31.488471
-1.1166687,31.8434241,,Point,KAGERA,Bukoba,Kaagya,BUZI,Government,EM.10141,-1.1166687,31.8434241
-1.4694543,31.6221344,,Point,KAGERA,Bukoba,Ibwera,BWAGULA,Government,EM.669,-1.4694543,31.6221344
-1.5153383,31.5979216,,Point,KAGERA,Bukoba,Ibwera,BWEYENZA,Government,EM.10935,-1.5153383,31.5979216
-1.406228,31.7924074,,Point,KAGERA,Bukoba,Maruku,BYANDILIMA,Government,EM.137,-1.406228,31.7924074
-1.4544833,31.8006317,,Point,KAGERA,Bukoba,Kanyangereko,BYEYA,Government,EM.4743,-1.4544833,31.8006317
-1.223861,31.45479,,Point,KAGERA,Bukoba,Karabagaine,IBARAIZIBU,Government,EM.7062,-1.223861,31.45479
-1.2361807,31.8187372,,Point,KAGERA,Bukoba,Nyakato,IBOSA,Government,EM.10298,-1.2361807,31.8187372
-1.5781831,31.5393952,,Point,KAGERA,Bukoba,Butelankuzi,ICHWANDIMI,Government,EM.1019,-1.5781831,31.5393952
-1.5503416,31.4588983,,Point,KAGERA,Bukoba,Kyaitoke,IGOMA,Government,EM.1475,-1.5503416,31.4588983
-1.05203,31.84877,,Point,KAGERA,Bukoba,Rubafu,IKONDO,Government,EM.4744,-1.05203,31.84877
-1.6555844,31.50146563,,Point,KAGERA,Bukoba,Kishanje,ILUHYA,Government,EM.1779,-1.6555844,31.50146563
-1.5179856,31.5657347,,Point,KAGERA,Bukoba,Butelankuzi,IRANGO,Government,EM.7063,-1.5179856,31.5657347
-1.3986334,31.4918855,,Point,KAGERA,Bukoba,Katoro,ISHEMBULILO,Government,EM.4745,-1.3986334,31.4918855
-1.3271086,31.7921199,,Point,KAGERA,Bukoba,Karabagaine,ITAHWA,Government,EM.383,-1.3271086,31.7921199
-1.4801844,31.5988211,,Point,KAGERA,Bukoba,Izimbya,IZIMBYA,Government,EM.7064,-1.4801844,31.5988211
-1.6246308,31.5234618,,Point,KAGERA,Bukoba,Izimbya,IZIMBYA'B',Government,EM.13587,-1.6246308,31.5234618
-1.149925,31.854062,,Point,KAGERA,Bukoba,Kaagya,KAAGYA,Government,EM.10142,-1.149925,31.854062
-1.6587734,31.5034843,,Point,KAGERA,Bukoba,Kishanje,KAALILO,Government,EM.2546,-1.6587734,31.5034843
-1.2645346,31.4150417,,Point,KAGERA,Bukoba,Kemondo,KAAZI,Government,EM.238,-1.2645346,31.4150417
-1.4306116,31.7639633,,Point,KAGERA,Bukoba,Kanyangereko,KABAGARA,Government,EM.2022,-1.4306116,31.7639633
-1.2854683,31.6319103,,Point,KAGERA,Bukoba,Kasharu,KABAJUGA,Government,EM.6027,-1.2854683,31.6319103
-1.336267,31.755719,,Point,KAGERA,Bukoba,Karabagaine,KABALE,Government,EM.77,-1.336267,31.755719
-1.2749367,31.639239,,Point,KAGERA,Bukoba,Kaibanja,KABALENZI,Government,EM.8689,-1.2749367,31.639239
-1.5925283,31.5130502,,Point,KAGERA,Bukoba,Rubale,KABIRIZI,Government,EM.8362,-1.5925283,31.5130502
-1.5960468,31.3323759,,Point,KAGERA,Bukoba,Ruhunga,KAGARAMA,Government,EM.9348,-1.5960468,31.3323759
-1.2912237,31.7622068,,Point,KAGERA,Bukoba,Kasharu,KAGONGO,Government,EM.826,-1.2912237,31.7622068
-1.5816986,31.5593316,,Point,KAGERA,Bukoba,Mikoni,KAHYORO,Government,EM.6028,-1.5816986,31.5593316
-1.2048492,31.2707825,,Point,KAGERA,Bukoba,Kaibanja,KAIBANJA,Government,EM.2360,-1.2048492,31.2707825
-1.1641916,31.7884827,,Point,KAGERA,Bukoba,Behendangabo,KAISHAZA,Government,EM.827,-1.1641916,31.7884827
-1.4910116,31.4983878,,Point,KAGERA,Bukoba,Izimbya,KALEEGO,Government,EM.3284,-1.4910116,31.4983878
-1.2472481,31.8137603,,Point,KAGERA,Bukoba,Behendangabo,KALEMA,Government,EM.10143,-1.2472481,31.8137603
-1.6616667,31.3819444,,Point,KAGERA,Bukoba,Rukoma,KAMUKOLE,Government,EM.14373,-1.6616667,31.3819444
-1.6084839,31.5184909,,Point,KAGERA,Bukoba,Kibirizi,KAMULI,Government,EM.4746,-1.6084839,31.5184909
-1.2048493,31.2707824,,Point,KAGERA,Bukoba,Kaibanja,KAMUZORA,Government,EM.12495,-1.2048493,31.2707824
-1.4643666,31.7392633,,Point,KAGERA,Bukoba,Kemondo,KANAZI,Government,EM.78,-1.4643666,31.7392633
-1.3816144,31.7667386,,Point,KAGERA,Bukoba,Karabagaine,KANGABUSHARO,Government,EM.4116,-1.3816144,31.7667386
-1.4495039,31.7233882,,Point,KAGERA,Bukoba,Katerero,KANSENENE,Government,EM.1780,-1.4495039,31.7233882
-1.4042358,31.2504746,,Point,KAGERA,Bukoba,Rukoma,KARAMA,Government,EM.10437,-1.4042358,31.2504746
-1.4196887,31.7789479,,Point,KAGERA,Bukoba,Maruku,KARAMAGI,Government,EM.13961,-1.4196887,31.7789479
-1.4824745,31.7297998,,Point,KAGERA,Bukoba,Ibwera,KARONGE,Government,EM.1876,-1.4824745,31.7297998
-1.2528039,31.7678911,,Point,KAGERA,Bukoba,Katoma,KARWOSHE,Government,EM.1781,-1.2528039,31.7678911
-1.2553999,31.8498717,,Point,KAGERA,Bukoba,Nyakato,KASHANGATI,Government,EM.13123,-1.2553999,31.8498717
-1.157254,31.7849459,,Point,KAGERA,Bukoba,Kaagya,KASHANJE,Government,EM.10144,-1.157254,31.7849459
-1.3000954,31.7590799,,Point,KAGERA,Bukoba,Kasharu,KASHARU,Government,EM.4747,-1.3000954,31.7590799
-1.235585,31.80863,,Point,KAGERA,Bukoba,Nyakato,KASHOZI,Government,EM.1782,-1.235585,31.80863
-1.3940033,31.6057833,,Point,KAGERA,Bukoba,Kishogo,KASHULE,Government,EM.3067,-1.3940033,31.6057833
-1.0833333,31.8333333,,Point,KAGERA,Bukoba,Rubafu,KATALE,Government,EM.553,-1.0833333,31.8333333
-1.1950596,31.7943318,,Point,KAGERA,Bukoba,Nyakato,KATEBENGA,Government,EM.33,-1.1950596,31.7943318
-1.2651474,31.4350178,,Point,KAGERA,Bukoba,Kemondo,KATERERO,Government,EM.1783,-1.2651474,31.4350178
-1.2864284,31.6664346,,Point,KAGERA,Bukoba,Bujugo,KATOJU,Government,EM.8081,-1.2864284,31.6664346
-1.2884933,31.76083,,Point,KAGERA,Bukoba,Katoma,KATOMA'A',Government,EM.273,-1.2884933,31.76083
-1.36397,31.7754,,Point,KAGERA,Bukoba,Katoma,KATOMA'B',Government,EM.1877,-1.36397,31.7754
-1.4061904,31.7527737,,Point,KAGERA,Bukoba,Kishogo,KATONGO,Government,EM.4748,-1.4061904,31.7527737
-1.4028289,31.5025342,,Point,KAGERA,Bukoba,Katoro,KATORO,Government,EM.1784,-1.4028289,31.5025342
-1.552885,31.551908,,Point,KAGERA,Bukoba,Butelankuzi,KATUNGA,Government,EM.4749,-1.552885,31.551908
-1.4675716,31.6682348,,Point,KAGERA,Bukoba,Ibwera,KATWE,Government,EM.3068,-1.4675716,31.6682348
-1.5621208,31.5331005,,Point,KAGERA,Bukoba,Kaibanja,KAZINGA,Government,EM.1949,-1.5621208,31.5331005
-1.4821932,31.7440966,,Point,KAGERA,Bukoba,Kemondo,KEMONDO,Government,EM.4750,-1.4821932,31.7440966
-1.6156613,31.5159248,,Point,KAGERA,Bukoba,Kibirizi,KIBIRIZI,Government,EM.8903,-1.6156613,31.5159248
-1.4008216,31.5012816,,Point,KAGERA,Bukoba,Katoro,KIEMPS,Non-Government,EM.14616,-1.4008216,31.5012816
-1.4771166,31.7331999,,Point,KAGERA,Bukoba,Kemondo,KIGABIRO,Government,EM.211,-1.4771166,31.7331999
-1.49398,31.4012483,,Point,KAGERA,Bukoba,Ruhunga,KIHUMULO,Government,EM.10145,-1.49398,31.4012483
-1.3555143,31.5875598,,Point,KAGERA,Bukoba,Kaibanja,KIIJONGO,Government,EM.10146,-1.3555143,31.5875598
-1.2555429,31.8041137,,Point,KAGERA,Bukoba,Nyakato,KIILIMA,Government,EM.7065,-1.2555429,31.8041137
-1.5136421,31.1551944,,Point,KAGERA,Bukoba,Kyaitoke,KIKAGATI,Government,EM.8632,-1.5136421,31.1551944
-1.6270718,31.6129191,,Point,KAGERA,Bukoba,Kikomelo,KIKOMELO,Government,EM.4751,-1.6270718,31.6129191
-1.3056214,31.7653142,,Point,KAGERA,Bukoba,Katoma,KILAINI,Government,EM.7700,-1.3056214,31.7653142
-1.1748633,31.8605433,,Point,KAGERA,Bukoba,Kaagya,KILIMILILE'B',Government,EM.10147,-1.1748633,31.8605433
-1.3827466,31.6291049,,Point,KAGERA,Bukoba,Kishogo,KISHOGO,Government,EM.3069,-1.3827466,31.6291049
-1.4623083,31.5987416,,Point,KAGERA,Bukoba,Nyakibimbili,KITAHYA,Government,EM.8296,-1.4623083,31.5987416
-1.3280433,31.7312283,,Point,KAGERA,Bukoba,Karabagaine,KITWE,Government,EM.4117,-1.3280433,31.7312283
-1.04395,31.86519,,Point,KAGERA,Bukoba,Rubafu,KOBUKUZA,Government,EM.13962,-1.04395,31.86519
-1.4748457,31.4091157,,Point,KAGERA,Bukoba,Mugajwale,KOBUNSHWI,Government,EM.10148,-1.4748457,31.4091157
-1.4748446,31.4091156,,Point,KAGERA,Bukoba,Mugajwale,KOBUNSHWI'B',Government,EM.14374,-1.4748446,31.4091156
-1.5517247,31.4596675,,Point,KAGERA,Bukoba,Kyaitoke,KYAITOKE,Government,EM.670,-1.5517247,31.4596675
-1.5887939,31.5261207,,Point,KAGERA,Bukoba,Izimbya,KYAMPISI,Government,EM.8767,-1.5887939,31.5261207
-1.2687403,31.3994441,,Point,KAGERA,Bukoba,Kyamulaile,KYAMULAILE,Government,EM.9473,-1.2687403,31.3994441
-1.5555587,31.5457168,,Point,KAGERA,Bukoba,Butelankuzi,KYAMWIJUKA,Government,EM.10936,-1.5555587,31.5457168
-1.6036455,31.5179059,,Point,KAGERA,Bukoba,Butelankuzi,KYATABARO,Government,EM.10438,-1.6036455,31.5179059
-1.4515041,31.4822854,,Point,KAGERA,Bukoba,Kishanje,KYEMBALE,Government,EM.1212,-1.4515041,31.4822854
-1.4348038,31.5611073,,Point,KAGERA,Bukoba,Kaibanja,KYENGE,Government,EM.1213,-1.4348038,31.5611073
-1.5371492,31.5877557,,Point,KAGERA,Bukoba,Kaibanja,KYENGE ISLAMIC EMPS,Non-Government,EM.15557,-1.5371492,31.5877557
-1.5478939,31.7422329,,Point,KAGERA,Bukoba,Nyakibimbili,LYAMAHOR'A',Government,EM.2461,-1.5478939,31.7422329
-1.4567818,31.6311219,,Point,KAGERA,Bukoba,Nyakibimbili,LYAMAHOR'M',Government,EM.485,-1.4567818,31.6311219
-1.3982593,31.76016,,Point,KAGERA,Bukoba,Maruku,MAIGA,Government,EM.4752,-1.3982593,31.76016
-1.3635231,31.7909613,,Point,KAGERA,Bukoba,Maruku,MAKONGE,Government,EM.6029,-1.3635231,31.7909613
-1.381563,31.476465,,Point,KAGERA,Bukoba,Katoro,MAPINDUZI,Government,EM.11706,-1.381563,31.476465
-1.4247733,31.3868267,,Point,KAGERA,Bukoba,Kyamulaile,MASHULE,Government,EM.6030,-1.4247733,31.3868267
-1.4067734,31.3768268,,Point,KAGERA,Bukoba,Kyamulaile,MASHULE'B',Government,EM.14375,-1.4067734,31.3768268
-1.5394933,31.5885949,,Point,KAGERA,Bukoba,Mikoni,MIKONI,Government,EM.7701,-1.5394933,31.5885949
-1.3717348,31.7667776,,Point,KAGERA,Bukoba,Bujugo,MINAZI,Government,EM.4753,-1.3717348,31.7667776
-1.2875023,31.6391083,,Point,KAGERA,Bukoba,Nyakibimbili,MISHENYE,Government,EM.2023,-1.2875023,31.6391083
-1.4598555,31.6968421,,Point,KAGERA,Bukoba,Katerero,MPUMULO,Government,EM.10937,-1.4598555,31.6968421
-1.2931842,31.4530613,,Point,KAGERA,Bukoba,Kemondo,MUBEMBE,Government,EM.9602,-1.2931842,31.4530613
-1.4734907,31.4440441,,Point,KAGERA,Bukoba,Mugajwale,MUGAJWALE,Government,EM.6031,-1.4734907,31.4440441
-1.6081771,31.6281407,,Point,KAGERA,Bukoba,Katerero,MULAHYA,Government,EM.14808,-1.6081771,31.6281407
-1.3538183,31.5258866,,Point,KAGERA,Bukoba,Katoro,MUSIRA,Government,EM.828,-1.3538183,31.5258866
-1.4798355,31.6140855,,Point,KAGERA,Bukoba,Ibwera,MWEMAGE'A',Government,EM.2462,-1.4798355,31.6140855
-1.4851299,31.6190566,,Point,KAGERA,Bukoba,Ibwera,MWEMAGE'B',Government,EM.4754,-1.4851299,31.6190566
-1.5300854,31.4524678,,Point,KAGERA,Bukoba,Kyaitoke,MWENGE,Government,EM.8434,-1.5300854,31.4524678
-1.5140383,31.4593433,,Point,KAGERA,Bukoba,Mugajwale,NEW VISION,Non-Government,EM.13963,-1.5140383,31.4593433
-1.4028283,31.5025349,,Point,KAGERA,Bukoba,Katoro,NGARAMA,Government,EM.212,-1.4028283,31.5025349
-1.6952599,31.4667533,,Point,KAGERA,Bukoba,Rukoma,NSHESHE,Government,EM.10299,-1.6952599,31.4667533
-1.4456516,31.7811483,,Point,KAGERA,Bukoba,Kanyangereko,NTOMA,Government,EM.88,-1.4456516,31.7811483
-1.4491333,31.7814316,,Point,KAGERA,Bukoba,Kanyangereko,NTOMA LUTHERAN,Non-Government,EM.17832,-1.4491333,31.7814316
-1.4749467,31.4092167,,Point,KAGERA,Bukoba,Ruhunga,NTUNGAMO,Government,EM.8768,-1.4749467,31.4092167
-1.5348751,31.5371583,,Point,KAGERA,Bukoba,Butelankuzi,NYABUSHOZI,Government,EM.4755,-1.5348751,31.5371583
-1.4305126,31.7738632,,Point,KAGERA,Bukoba,Kanyangereko,NYAKABANGA,Government,EM.2024,-1.4305126,31.7738632
